user_id,gender,height_cm,weight_kg,cluster,brand,category,product_name,size_bought,outcome,reason,fit_feedback,rating,review,purchase_date
U007012,Female,158,47,Female_Cluster_2,Levi's,Trousers,Wide Leg Trousers,S,kept,,True to Size,5,Comfortable and stylish.,2025-12-08
U007013,Male,171,81,Male_Cluster_3,Roadster,Dress,Floral Midi Dress,L,kept,,Relaxed Fit,5,Looks even better in person.,2025-12-31
U007014,Female,161,42,Female_Cluster_4,ONLY,Jeans,Straight Fit Jeans,S,kept,,True to Size,5,Looks even better in person.,2025-02-20
U007015,Female,164,58,Female_Cluster_0,Levi's,Kurti,Anarkali Kurta,M,kept,,True to Size,5,Comfortable and stylish.,2025-01-31
U007016,Female,156,48,Female_Cluster_2,Levi's,Trousers,Cargo Pants,S,kept,,Slim Fit,5,Very comfortable and fits perfectly.,2025-08-14
U007017,Female,159,71,Female_Cluster_3,Levi's,Shirt,Casual Shirt,XL,kept,,Relaxed Fit,5,Exactly as shown. True to size.,2025-12-24
U007018,Female,161,66,Female_Cluster_3,Levi's,Jeans,Straight Fit Jeans,L,kept,,Relaxed Fit,4,Looks even better in person.,2025-11-06
U007019,Female,179,47,Female_Cluster_4,W,Top,Essentials Tee,XS,kept,,Slim Fit,5,Comfortable and stylish.,2025-05-03
U007020,Male,177,84,Male_Cluster_1,Levi's,Kurti,Printed Kurti,L,kept,,True to Size,4,Really happy with the purchase.,2024-08-04
U007021,Female,173,50,Female_Cluster_4,Biba,Jeans,511 Slim Jeans,S,kept,,True to Size,5,Great quality. Would buy again.,2024-03-28
U007022,Female,160,55,Female_Cluster_0,ONLY,Dress,Floral Midi Dress,S,returned,Too Long,Oversized,2,Loose fit wasn't for me.,2024-08-11
U007023,Male,170,77,Male_Cluster_3,W,Top,Ribbed Cotton Top,XL,kept,,Slim Fit,5,Great quality. Would buy again.,2024-01-08
U007024,Female,162,64,Female_Cluster_3,Zara,Shirt,Casual Shirt,S,kept,,True to Size,4,Very comfortable and fits perfectly.,2024-10-30
U007025,Female,148,82,Female_Cluster_1,Zara,Jeans,Straight Fit Jeans,XL,kept,,Relaxed Fit,5,Perfect everyday wear.,2025-07-25
U007026,Male,181,72,Male_Cluster_4,Zara,Top,Graphic Tee,S,kept,,True to Size,4,Exactly as shown. True to size.,2024-08-12
U007027,Female,149,53,Female_Cluster_2,Zara,Trousers,Office Trousers,S,kept,,Slim Fit,5,Very comfortable and fits perfectly.,2025-05-17
U007028,Male,179,81,Male_Cluster_1,Nike,Dress,Maxi Dress,L,kept,,Slim Fit,5,Looks even better in person.,2024-04-17
U007029,Female,168,69,Female_Cluster_3,Levi's,Dress,Maxi Dress,M,kept,,True to Size,4,Looks even better in person.,2024-06-27
U007030,Female,170,53,Female_Cluster_4,Levi's,Shirt,Relaxed Shirt,XS,kept,,Slim Fit,4,Looks even better in person.,2024-08-25
U007031,Female,157,74,Female_Cluster_1,Levi's,Top,Ribbed Cotton Top,XL,kept,,Slim Fit,5,Exactly as shown. True to size.,2025-09-23
U007032,Female,160,50,Female_Cluster_2,Adidas,Dress,Floral Midi Dress,S,kept,,Slim Fit,5,Looks even better in person.,2024-09-06
U007033,Female,167,54,Female_Cluster_4,Roadster,Trousers,Office Trousers,S,kept,,True to Size,4,Great quality. Would buy again.,2025-02-23
U007034,Female,155,63,Female_Cluster_1,W,Jeans,512 Taper Jeans,XL,kept,,Slim Fit,4,Very comfortable and fits perfectly.,2025-10-22
U007035,Male,167,77,Male_Cluster_2,ONLY,Dress,Maxi Dress,M,kept,,True to Size,5,Great quality. Would buy again.,2025-01-14
U007036,Male,168,54,Male_Cluster_0,Adidas,Dress,Floral Midi Dress,S,kept,,Relaxed Fit,4,Comfortable and stylish.,2025-03-11
U007037,Female,168,49,Female_Cluster_4,Biba,Kurti,Anarkali Kurta,XS,returned,Sleeves Tight,Runs Small,3,Could barely button it.,2024-06-18
U007038,Female,156,52,Female_Cluster_2,Adidas,Trousers,Cargo Pants,M,kept,,True to Size,5,Great quality. Would buy again.,2024-07-06
U007039,Female,153,54,Female_Cluster_2,Allen Solly,Kurti,Printed Kurti,M,kept,,Slim Fit,5,Very comfortable and fits perfectly.,2025-04-29
U007040,Male,172,60,Male_Cluster_0,W,Kurti,Printed Kurti,L,kept,,Relaxed Fit,5,Very comfortable and fits perfectly.,2025-06-06
U007041,Female,163,55,Female_Cluster_0,H&M,Shirt,Satin Shirt,XS,kept,,Relaxed Fit,5,Perfect everyday wear.,2025-01-31
U007042,Male,188,63,Male_Cluster_4,W,Trousers,Office Trousers,S,kept,,Relaxed Fit,5,Loved the fit. Fabric feels premium.,2024-04-01
U007043,Female,160,56,Female_Cluster_0,Biba,Dress,Floral Midi Dress,L,kept,,Relaxed Fit,5,Comfortable and stylish.,2024-12-07
U007044,Male,169,83,Male_Cluster_1,Levi's,Trousers,Wide Leg Trousers,XL,kept,,True to Size,5,Loved the fit. Fabric feels premium.,2024-07-10
U007045,Female,163,66,Female_Cluster_3,Biba,Shirt,Relaxed Shirt,XL,kept,,Relaxed Fit,5,Great quality. Would buy again.,2025-05-05
U007046,Female,148,64,Female_Cluster_1,Levi's,Top,Ethnic Top,XXL,returned,Too Long,Runs Large,2,Runs larger than expected.,2025-07-02
U007047,Male,173,86,Male_Cluster_1,Biba,Shirt,Formal Shirt,XXL,returned,Too Long,Runs Large,3,Bit loose around the waist.,2025-06-27
U007048,Female,155,48,Female_Cluster_2,Adidas,Jeans,Straight Fit Jeans,S,kept,,Slim Fit,4,Really happy with the purchase.,2025-11-01
U007049,Male,183,76,Male_Cluster_4,Zara,Shirt,Relaxed Shirt,S,kept,,Relaxed Fit,4,Really happy with the purchase.,2024-02-15
U007050,Male,177,88,Male_Cluster_1,W,Kurti,Ethnic Set,XXL,kept,,Slim Fit,5,Great quality. Would buy again.,2024-01-05
U007051,Female,165,52,Female_Cluster_4,Allen Solly,Shirt,Relaxed Shirt,S,kept,,True to Size,4,Loved the fit. Fabric feels premium.,2025-01-15
U007052,Female,164,56,Female_Cluster_0,H&M,Dress,Floral Midi Dress,XS,kept,,Slim Fit,4,Exactly as shown. True to size.,2024-07-28
U007053,Female,164,76,Female_Cluster_3,Adidas,Top,Ethnic Top,XXL,returned,Too Loose,Runs Large,3,Length was longer than expected.,2025-10-14
U007054,Female,149,55,Female_Cluster_2,ONLY,Jeans,512 Taper Jeans,M,kept,,Slim Fit,4,Perfect everyday wear.,2025-04-05
U007055,Female,153,50,Female_Cluster_2,Nike,Top,Dri-FIT Tee,M,returned,Too Loose,Runs Large,3,Length was longer than expected.,2024-08-28
U007056,Male,175,90,Male_Cluster_1,Zara,Shirt,Checked Casual Shirt,L,kept,,Relaxed Fit,5,Perfect everyday wear.,2025-10-12
U007057,Female,151,62,Female_Cluster_1,H&M,Shirt,Formal Shirt,M,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2025-09-26
U007058,Female,148,77,Female_Cluster_1,Adidas,Kurti,Cotton Kurta,XL,returned,Too Tight,Runs Small,3,Waist was too tight for me.,2024-08-29
U007059,Female,162,54,Female_Cluster_0,H&M,Shirt,Satin Shirt,XS,kept,,Slim Fit,5,Exactly as shown. True to size.,2025-10-12
U007060,Female,163,60,Female_Cluster_0,Adidas,Kurti,Ethnic Set,M,returned,Too Long,Oversized,3,Runs larger than expected.,2025-05-05
U007061,Female,152,74,Female_Cluster_1,Adidas,Kurti,Straight Kurta,XXL,kept,,True to Size,5,Perfect everyday wear.,2025-05-26
U007062,Female,155,55,Female_Cluster_2,Zara,Shirt,Formal Shirt,M,returned,Too Long,Runs Large,2,Runs larger than expected.,2024-11-29
U007063,Female,165,43,Female_Cluster_4,Allen Solly,Top,Crop Top,XS,returned,Too Loose,Oversized,2,Loose fit wasn't for me.,2024-03-27
U007064,Female,169,72,Female_Cluster_3,Allen Solly,Trousers,Office Trousers,L,kept,,True to Size,5,Comfortable and stylish.,2024-12-07
U007065,Female,167,62,Female_Cluster_3,Nike,Trousers,Cargo Pants,M,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2024-04-09
U007066,Female,154,46,Female_Cluster_2,Adidas,Shirt,Checked Casual Shirt,XS,returned,Too Tight,Runs Small,3,Runs smaller than expected.,2025-05-09
U007067,Male,168,61,Male_Cluster_0,Adidas,Top,Graphic Tee,M,kept,,Slim Fit,5,Perfect everyday wear.,2024-09-17
U007068,Male,163,63,Male_Cluster_0,Roadster,Top,Ribbed Cotton Top,M,kept,,Relaxed Fit,5,Perfect everyday wear.,2025-07-20
U007069,Male,164,86,Male_Cluster_2,Nike,Dress,Floral Midi Dress,XL,returned,Too Long,Runs Large,2,Needed one size smaller.,2025-12-18
U007070,Male,172,64,Male_Cluster_0,H&M,Jeans,Skinny Jeans,S,kept,,Relaxed Fit,5,Great quality. Would buy again.,2024-01-05
U007071,Female,159,45,Female_Cluster_2,ONLY,Dress,Floral Midi Dress,XS,kept,,True to Size,5,Exactly as shown. True to size.,2024-09-04
U007072,Male,170,70,Male_Cluster_3,Biba,Trousers,Chinos,L,kept,,Slim Fit,5,Exactly as shown. True to size.,2024-05-11
U007073,Female,159,42,Female_Cluster_2,Nike,Top,Essentials Tee,XS,kept,,Relaxed Fit,4,Looks even better in person.,2024-10-03
U007074,Female,157,48,Female_Cluster_2,Allen Solly,Trousers,Running Shorts,S,kept,,True to Size,5,Very comfortable and fits perfectly.,2025-01-06
U007075,Female,155,59,Female_Cluster_1,H&M,Jeans,Skinny Jeans,M,kept,,Slim Fit,4,Comfortable and stylish.,2025-04-13
U007076,Female,157,50,Female_Cluster_2,W,Trousers,Chinos,M,kept,,True to Size,5,Loved the fit. Fabric feels premium.,2025-07-05
U007077,Male,163,68,Male_Cluster_0,Biba,Dress,Floral Midi Dress,XL,kept,,True to Size,5,Great quality. Would buy again.,2025-01-18
U007078,Female,158,51,Female_Cluster_2,Adidas,Shirt,Formal Shirt,M,returned,Too Long,Runs Large,2,Length was longer than expected.,2024-03-09
U007079,Female,156,52,Female_Cluster_2,ONLY,Jeans,Straight Fit Jeans,S,kept,,Relaxed Fit,5,Looks even better in person.,2025-09-26
U007080,Female,159,69,Female_Cluster_3,Levi's,Trousers,Wide Leg Trousers,L,kept,,Relaxed Fit,4,Perfect everyday wear.,2025-12-04
U007081,Female,158,53,Female_Cluster_0,Biba,Kurti,Anarkali Kurta,L,kept,,Slim Fit,4,Looks even better in person.,2024-04-09
U007082,Female,167,50,Female_Cluster_4,Levi's,Shirt,Formal Shirt,XS,kept,,Relaxed Fit,4,Exactly as shown. True to size.,2025-03-21
U007083,Female,165,71,Female_Cluster_3,Nike,Top,Graphic Tee,L,returned,Too Loose,Oversized,2,Runs larger than expected.,2025-03-22
U007084,Female,163,56,Female_Cluster_0,Adidas,Kurti,Cotton Kurta,M,returned,Too Loose,Runs Large,2,Length was longer than expected.,2024-03-08
U007085,Female,165,46,Female_Cluster_4,Allen Solly,Kurti,Cotton Kurta,XS,kept,,Relaxed Fit,4,Loved the fit. Fabric feels premium.,2025-11-12
U007086,Male,168,87,Male_Cluster_1,Nike,Shirt,Checked Casual Shirt,XL,kept,,Slim Fit,4,Great quality. Would buy again.,2024-05-14
U007087,Female,164,60,Female_Cluster_0,Nike,Dress,Floral Midi Dress,M,kept,,True to Size,5,Great quality. Would buy again.,2025-03-06
U007088,Female,157,74,Female_Cluster_1,H&M,Jeans,Straight Fit Jeans,XL,returned,Too Long,Runs Large,3,Loose fit wasn't for me.,2025-06-12
U007089,Male,180,62,Male_Cluster_4,Nike,Trousers,Running Shorts,M,returned,Too Long,Oversized,2,Needed one size smaller.,2024-06-27
U007090,Female,161,62,Female_Cluster_0,W,Top,Essentials Tee,L,kept,,True to Size,5,Very comfortable and fits perfectly.,2025-10-17
U007091,Female,162,49,Female_Cluster_4,Nike,Kurti,Straight Kurta,S,kept,,True to Size,4,Really happy with the purchase.,2025-02-24
U007092,Female,164,60,Female_Cluster_0,Biba,Kurti,Ethnic Set,L,kept,,True to Size,4,Perfect everyday wear.,2025-05-02
U007093,Female,164,51,Female_Cluster_4,Allen Solly,Shirt,Casual Shirt,S,kept,,Slim Fit,4,Looks even better in person.,2025-07-28
U007094,Female,167,48,Female_Cluster_4,Zara,Shirt,Satin Shirt,XS,kept,,Slim Fit,4,Comfortable and stylish.,2025-10-09
U007095,Female,148,52,Female_Cluster_2,ONLY,Jeans,Skinny Jeans,S,kept,,Slim Fit,4,Perfect everyday wear.,2025-04-29
U007096,Male,176,70,Male_Cluster_3,Zara,Trousers,Office Trousers,S,kept,,Slim Fit,5,Looks even better in person.,2024-07-03
U007097,Male,169,76,Male_Cluster_3,Levi's,Jeans,Skinny Jeans,XL,returned,Too Loose,Oversized,2,Needed one size smaller.,2025-05-08
U007098,Female,159,59,Female_Cluster_0,Adidas,Shirt,Relaxed Shirt,M,kept,,Slim Fit,5,Really happy with the purchase.,2025-01-11
U007099,Female,163,70,Female_Cluster_3,ONLY,Jeans,Straight Fit Jeans,M,returned,Too Long,Oversized,2,Needed one size smaller.,2025-09-28
U007100,Female,175,65,Female_Cluster_3,Biba,Shirt,Checked Casual Shirt,L,kept,,Slim Fit,4,Exactly as shown. True to size.,2025-06-22
U007101,Female,159,60,Female_Cluster_0,Biba,Jeans,Skinny Jeans,M,returned,Sleeves Tight,Runs Small,3,Runs smaller than expected.,2024-09-25
U007102,Female,161,70,Female_Cluster_3,Zara,Kurti,Ethnic Set,M,kept,,True to Size,5,Looks even better in person.,2024-04-06
U007103,Male,158,76,Male_Cluster_2,ONLY,Dress,Floral Midi Dress,L,kept,,Slim Fit,4,Looks even better in person.,2024-07-08
U007104,Male,161,56,Male_Cluster_0,Nike,Top,Crop Top,M,returned,Too Loose,Runs Large,3,Length was longer than expected.,2025-03-27
U007105,Female,158,60,Female_Cluster_0,Roadster,Top,Ethnic Top,M,kept,,True to Size,5,Looks even better in person.,2025-11-29
U007106,Female,164,66,Female_Cluster_3,H&M,Kurti,Straight Kurta,M,kept,,True to Size,4,Comfortable and stylish.,2024-01-31
U007107,Female,170,63,Female_Cluster_3,W,Shirt,Checked Casual Shirt,L,kept,,Slim Fit,5,Looks even better in person.,2024-06-15
U007108,Female,165,48,Female_Cluster_4,Zara,Trousers,Running Shorts,XS,kept,,True to Size,4,Looks even better in person.,2024-05-08
U007109,Male,162,80,Male_Cluster_2,H&M,Jeans,512 Taper Jeans,L,kept,,Relaxed Fit,5,Really happy with the purchase.,2025-04-06
U007110,Male,175,75,Male_Cluster_3,Adidas,Top,Graphic Tee,M,kept,,Slim Fit,4,Loved the fit. Fabric feels premium.,2024-11-11
U007111,Female,155,49,Female_Cluster_2,Zara,Trousers,Training Shorts,XS,kept,,True to Size,4,Looks even better in person.,2024-11-24
U007112,Female,166,56,Female_Cluster_4,ONLY,Shirt,Relaxed Shirt,XS,kept,,True to Size,5,Perfect everyday wear.,2025-06-26
U007113,Female,153,47,Female_Cluster_2,Allen Solly,Dress,Maxi Dress,S,kept,,Slim Fit,4,Comfortable and stylish.,2025-09-22
U007114,Female,162,49,Female_Cluster_4,Levi's,Shirt,Checked Casual Shirt,S,kept,,True to Size,5,Very comfortable and fits perfectly.,2024-01-11
U007115,Male,167,66,Male_Cluster_0,H&M,Trousers,Track Pants,M,returned,Too Loose,Oversized,2,Loose fit wasn't for me.,2024-06-20
U007116,Female,164,50,Female_Cluster_4,Roadster,Trousers,Chinos,S,kept,,Slim Fit,5,Exactly as shown. True to size.,2024-01-06
U007117,Male,175,75,Male_Cluster_3,Nike,Jeans,511 Slim Jeans,M,kept,,True to Size,4,Loved the fit. Fabric feels premium.,2025-06-05
U007118,Female,158,58,Female_Cluster_0,W,Shirt,Relaxed Shirt,L,kept,,Slim Fit,5,Exactly as shown. True to size.,2025-09-16
U007119,Male,176,73,Male_Cluster_3,Nike,Jeans,512 Taper Jeans,L,returned,Too Long,Oversized,3,Needed one size smaller.,2025-09-15
U007120,Female,148,44,Female_Cluster_2,Levi's,Dress,Floral Midi Dress,M,returned,Too Loose,Oversized,2,Bit loose around the waist.,2024-01-10
U007121,Female,154,67,Female_Cluster_1,ONLY,Shirt,Satin Shirt,L,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-02-12
U007122,Male,163,69,Male_Cluster_2,ONLY,Jeans,512 Taper Jeans,M,kept,,Slim Fit,4,Looks even better in person.,2025-12-30
U007123,Female,163,74,Female_Cluster_3,Zara,Jeans,Skinny Jeans,M,kept,,Relaxed Fit,4,Comfortable and stylish.,2025-12-14
U007124,Female,163,49,Female_Cluster_4,ONLY,Dress,Floral Midi Dress,XS,kept,,True to Size,4,Exactly as shown. True to size.,2024-10-02
U007125,Female,170,49,Female_Cluster_4,Biba,Jeans,Skinny Jeans,M,returned,Too Loose,Runs Large,3,Loose fit wasn't for me.,2024-07-05
U007126,Female,158,65,Female_Cluster_1,H&M,Shirt,Satin Shirt,M,kept,,Relaxed Fit,4,Loved the fit. Fabric feels premium.,2024-08-22
U007127,Female,162,46,Female_Cluster_4,H&M,Dress,Maxi Dress,XS,returned,Too Loose,Runs Large,3,Needed one size smaller.,2024-10-18
U007128,Female,160,53,Female_Cluster_0,Nike,Shirt,Formal Shirt,S,kept,,True to Size,5,Really happy with the purchase.,2025-02-24
U007129,Female,166,44,Female_Cluster_4,H&M,Jeans,511 Slim Jeans,XS,kept,,True to Size,5,Perfect everyday wear.,2024-09-06
U007130,Female,158,64,Female_Cluster_0,Adidas,Dress,Floral Midi Dress,L,kept,,Relaxed Fit,4,Really happy with the purchase.,2024-09-11
U007131,Male,172,88,Male_Cluster_1,W,Jeans,512 Taper Jeans,XXL,kept,,Relaxed Fit,4,Looks even better in person.,2025-10-16
U007132,Female,161,46,Female_Cluster_4,Adidas,Shirt,Satin Shirt,XS,kept,,Relaxed Fit,5,Very comfortable and fits perfectly.,2024-03-31
U007133,Female,154,69,Female_Cluster_1,Biba,Jeans,Skinny Jeans,XL,returned,Too Tight,Runs Small,1,Runs smaller than expected.,2024-10-15
U007134,Female,162,57,Female_Cluster_0,Nike,Dress,Floral Midi Dress,S,returned,Waist Tight,Runs Small,3,Could barely button it.,2024-01-05
U007135,Male,175,70,Male_Cluster_3,Allen Solly,Shirt,Casual Shirt,S,returned,Waist Tight,Runs Small,1,Runs smaller than expected.,2024-02-18
U007136,Female,150,52,Female_Cluster_2,ONLY,Trousers,Wide Leg Trousers,M,returned,Too Long,Runs Large,3,Loose fit wasn't for me.,2025-01-10
U007137,Female,165,68,Female_Cluster_3,Biba,Dress,Maxi Dress,XL,kept,,Relaxed Fit,4,Exactly as shown. True to size.,2025-04-23
U007138,Female,165,47,Female_Cluster_4,Roadster,Jeans,511 Slim Jeans,XS,kept,,Slim Fit,5,Very comfortable and fits perfectly.,2024-08-22
U007139,Male,167,94,Male_Cluster_1,Zara,Dress,Floral Midi Dress,XL,kept,,True to Size,4,Looks even better in person.,2025-04-30
U007140,Female,159,71,Female_Cluster_3,Allen Solly,Kurti,Cotton Kurta,L,returned,Too Tight,Runs Small,1,Should have sized up. Felt tight around the shoulders.,2024-12-06
U007141,Female,162,55,Female_Cluster_0,Biba,Shirt,Satin Shirt,L,kept,,Relaxed Fit,5,Really happy with the purchase.,2025-07-06
U007142,Female,161,65,Female_Cluster_3,Allen Solly,Trousers,Wide Leg Trousers,L,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-06-17
U007143,Female,166,64,Female_Cluster_3,Adidas,Dress,Floral Midi Dress,M,kept,,Relaxed Fit,4,Perfect everyday wear.,2024-06-14
U007144,Female,156,55,Female_Cluster_2,H&M,Shirt,Casual Shirt,M,returned,Too Loose,Runs Large,3,Needed one size smaller.,2025-01-08
U007145,Female,151,54,Female_Cluster_2,Biba,Top,Basic Crew Tee,L,kept,,True to Size,5,Perfect everyday wear.,2024-05-28
U007146,Female,158,76,Female_Cluster_3,Zara,Kurti,Cotton Kurta,L,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2024-08-26
U007147,Female,157,56,Female_Cluster_0,Zara,Kurti,Printed Kurti,S,kept,,Relaxed Fit,4,Great quality. Would buy again.,2025-03-01
U007148,Male,173,67,Male_Cluster_3,Allen Solly,Shirt,Satin Shirt,M,kept,,True to Size,4,Very comfortable and fits perfectly.,2025-06-13
U007149,Female,160,53,Female_Cluster_0,Zara,Shirt,Checked Casual Shirt,XS,kept,,Relaxed Fit,5,Exactly as shown. True to size.,2024-10-08
U007150,Female,150,42,Female_Cluster_2,W,Top,Printed Tee,L,returned,Too Loose,Runs Large,2,Bit loose around the waist.,2025-12-17
U007151,Female,161,74,Female_Cluster_3,Adidas,Shirt,Satin Shirt,L,kept,,True to Size,5,Very comfortable and fits perfectly.,2024-03-28
U007152,Female,163,46,Female_Cluster_4,ONLY,Shirt,Checked Casual Shirt,XS,kept,,Slim Fit,4,Looks even better in person.,2024-12-06
U007153,Male,182,76,Male_Cluster_4,Roadster,Shirt,Relaxed Shirt,M,returned,Too Long,Runs Large,2,Needed one size smaller.,2025-10-29
U007154,Female,155,63,Female_Cluster_1,H&M,Shirt,Checked Casual Shirt,M,kept,,Slim Fit,5,Really happy with the purchase.,2024-07-20
U007155,Female,160,54,Female_Cluster_0,Biba,Top,Ethnic Top,L,returned,Too Long,Oversized,3,Needed one size smaller.,2025-01-03
U007156,Female,160,68,Female_Cluster_3,Biba,Kurti,Cotton Kurta,XL,kept,,Slim Fit,4,Perfect everyday wear.,2024-08-23
U007157,Female,163,57,Female_Cluster_0,Nike,Jeans,511 Slim Jeans,M,kept,,Slim Fit,5,Very comfortable and fits perfectly.,2025-11-14
U007158,Female,162,48,Female_Cluster_4,Adidas,Jeans,Skinny Jeans,XS,kept,,Relaxed Fit,5,Exactly as shown. True to size.,2025-04-08
U007159,Female,160,57,Female_Cluster_0,ONLY,Jeans,Straight Fit Jeans,M,kept,,Relaxed Fit,5,Really happy with the purchase.,2025-10-30
U007160,Male,173,59,Male_Cluster_0,Nike,Jeans,Skinny Jeans,S,returned,Too Long,Runs Large,3,Needed one size smaller.,2025-06-25
U007161,Female,163,55,Female_Cluster_0,Zara,Shirt,Formal Shirt,S,kept,,Relaxed Fit,5,Looks even better in person.,2024-03-03
U007162,Female,157,50,Female_Cluster_2,W,Top,Ethnic Top,M,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-07-07
U007163,Female,157,65,Female_Cluster_1,H&M,Shirt,Relaxed Shirt,L,returned,Too Long,Runs Large,2,Needed one size smaller.,2025-08-27
U007164,Male,171,66,Male_Cluster_0,Zara,Top,Dri-FIT Tee,S,kept,,True to Size,4,Looks even better in person.,2024-06-11
U007165,Female,156,73,Female_Cluster_1,Nike,Top,Crop Top,L,returned,Too Tight,Runs Small,1,Sleeves felt tight.,2024-02-04
U007166,Female,158,47,Female_Cluster_2,Allen Solly,Dress,Floral Midi Dress,S,kept,,Relaxed Fit,5,Looks even better in person.,2025-03-05
U007167,Female,157,49,Female_Cluster_2,H&M,Dress,Maxi Dress,XS,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2024-01-13
U007168,Female,165,49,Female_Cluster_4,Zara,Kurti,Ethnic Set,XS,kept,,Relaxed Fit,5,Exactly as shown. True to size.,2025-03-01
U007169,Female,169,45,Female_Cluster_4,ONLY,Trousers,Office Trousers,XS,kept,,True to Size,5,Great quality. Would buy again.,2024-08-19
U007170,Female,155,46,Female_Cluster_2,W,Shirt,Satin Shirt,M,kept,,Relaxed Fit,4,Perfect everyday wear.,2024-07-10
U007171,Female,166,49,Female_Cluster_4,Biba,Jeans,511 Slim Jeans,S,kept,,Slim Fit,5,Looks even better in person.,2025-09-19
U007172,Female,155,65,Female_Cluster_1,Zara,Jeans,512 Taper Jeans,L,returned,Too Loose,Oversized,3,Bit loose around the waist.,2025-01-17
U007173,Male,159,72,Male_Cluster_2,Nike,Jeans,511 Slim Jeans,XL,returned,Too Loose,Runs Large,3,Needed one size smaller.,2024-06-04
U007174,Female,159,64,Female_Cluster_0,Levi's,Dress,Floral Midi Dress,L,kept,,Relaxed Fit,4,Really happy with the purchase.,2024-08-25
U007175,Female,159,62,Female_Cluster_0,Allen Solly,Top,Dri-FIT Tee,L,kept,,Slim Fit,5,Looks even better in person.,2025-10-27
U007176,Female,165,55,Female_Cluster_4,Levi's,Dress,Floral Midi Dress,XS,returned,Waist Tight,Runs Small,3,Could barely button it.,2025-02-12
U007177,Male,176,76,Male_Cluster_3,H&M,Trousers,Chinos,M,kept,,True to Size,4,Loved the fit. Fabric feels premium.,2025-04-23
U007178,Female,158,64,Female_Cluster_0,Zara,Jeans,Skinny Jeans,M,kept,,Relaxed Fit,4,Really happy with the purchase.,2025-09-09
U007179,Female,162,75,Female_Cluster_3,W,Trousers,Office Trousers,XXL,kept,,True to Size,5,Loved the fit. Fabric feels premium.,2025-02-27
U007180,Female,155,63,Female_Cluster_1,Zara,Trousers,Office Trousers,M,kept,,Slim Fit,5,Great quality. Would buy again.,2024-03-14
U007181,Male,165,69,Male_Cluster_0,Roadster,Trousers,Cargo Pants,L,returned,Too Loose,Oversized,2,Needed one size smaller.,2025-07-03
U007182,Female,157,63,Female_Cluster_1,W,Trousers,Chinos,XL,kept,,Relaxed Fit,5,Perfect everyday wear.,2025-04-11
U007183,Female,168,72,Female_Cluster_3,Allen Solly,Shirt,Checked Casual Shirt,M,kept,,Slim Fit,4,Really happy with the purchase.,2024-08-11
U007184,Female,157,67,Female_Cluster_1,Allen Solly,Trousers,Palazzo Pants,M,returned,Sleeves Tight,Runs Small,2,Sleeves felt tight.,2025-09-07
U007185,Female,163,59,Female_Cluster_0,H&M,Dress,Maxi Dress,S,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-08-13
U007186,Female,158,58,Female_Cluster_0,Nike,Top,Linen Top,L,returned,Too Loose,Oversized,3,Needed one size smaller.,2024-11-28
U007187,Female,166,42,Female_Cluster_4,ONLY,Shirt,Formal Shirt,XS,kept,,Slim Fit,4,Looks even better in person.,2025-08-22
U007188,Female,171,52,Female_Cluster_4,Adidas,Trousers,Training Shorts,XS,returned,Too Loose,Oversized,2,Runs larger than expected.,2025-10-06
U007189,Female,159,65,Female_Cluster_0,Allen Solly,Shirt,Checked Casual Shirt,L,kept,,Relaxed Fit,4,Comfortable and stylish.,2025-01-10
U007190,Female,161,61,Female_Cluster_0,Roadster,Top,Dri-FIT Tee,S,returned,Sleeves Tight,Runs Small,1,Sleeves felt tight.,2025-05-02
U007191,Female,163,52,Female_Cluster_4,H&M,Top,Dri-FIT Tee,XS,kept,,True to Size,4,Really happy with the purchase.,2025-07-05
U007192,Male,162,87,Male_Cluster_2,W,Dress,Maxi Dress,XXL,kept,,True to Size,4,Really happy with the purchase.,2025-04-25
U007193,Female,154,67,Female_Cluster_1,ONLY,Shirt,Relaxed Shirt,L,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2025-09-14
U007194,Male,174,77,Male_Cluster_3,Biba,Dress,Floral Midi Dress,XL,returned,Too Long,Oversized,3,Bit loose around the waist.,2025-05-10
U007195,Female,172,50,Female_Cluster_4,H&M,Kurti,Printed Kurti,XS,kept,,Relaxed Fit,5,Perfect everyday wear.,2024-09-18
U007196,Female,165,47,Female_Cluster_4,Allen Solly,Top,Crop Top,XS,kept,,Relaxed Fit,5,Great quality. Would buy again.,2024-09-07
U007197,Male,177,78,Male_Cluster_3,Nike,Dress,Floral Midi Dress,L,returned,Too Loose,Oversized,3,Runs larger than expected.,2024-07-03
U007198,Male,177,72,Male_Cluster_4,Biba,Dress,Maxi Dress,L,kept,,Slim Fit,4,Perfect everyday wear.,2024-01-20
U007199,Female,156,70,Female_Cluster_1,H&M,Kurti,Anarkali Kurta,L,kept,,True to Size,4,Comfortable and stylish.,2025-03-08
